請問您是否為大學生或研究生,性別,出生地,居住地,濾水裝置,飲用水來源,經歷水災,經歷限水,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Knowledge_8,Knowledge_9,Attitude_1,Attitude_2,Attitude_3,Attitude_4,Attitude_5,Attitude_6,Attitude_7,Attitude_8,Attitude_9,Behavior_1,Behavior_2,Behavior_3,Behavior_4,Behavior_5,Behavior_6,Behavior_7,Behavior_8,Knowledge_score,Attitude_score,Behavior_score
是,男,北部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,0,0,0,0,1,0,0,1,1,1,4,4,4,3,4,1,4,4,3,3,3,3,2,4,3,1,3,26,22
是,女,北部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,0,0,1,1,0,1,0,1,1,3,5,4,3,2,3,4,5,5,4,3,3,2,3,4,5,3,5,32,27
是,女,南部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,其他,否,是,1,0,1,0,0,0,0,1,0,4,5,4,5,3,3,3,4,4,3,3,4,2,4,4,4,3,3,32,27
是,女,北部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,地下水,否,是,0,1,0,1,0,1,0,1,0,3,4,5,4,3,5,3,3,4,3,3,4,4,5,5,3,5,4,31,32
是,男,北部地區,北部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,1,0,0,1,0,1,0,1,1,2,5,5,2,3,4,3,4,5,3,4,2,4,3,5,3,2,5,30,26
是,女,北部地區,中部地區,無,自來水,否,是,0,1,1,0,0,1,0,1,0,3,5,4,4,2,3,4,5,5,3,2,4,3,5,4,2,3,4,33,26
是,女,南部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,其他,否,是,0,0,0,1,0,1,0,0,1,5,4,4,5,4,4,3,4,5,3,4,4,3,4,4,1,3,3,34,26
是,男,中部地區,中部地區,無,自來水,否,是,1,1,1,1,0,0,0,0,1,1,3,4,2,2,5,2,3,5,5,5,5,5,5,4,5,4,5,25,38
是,女,中部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,加水站,否,是,0,0,1,1,0,0,0,1,0,2,5,5,4,5,5,4,4,5,5,5,5,3,4,4,4,3,3,34,33
是,女,中部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,0,0,1,1,0,1,0,1,1,2,1,4,5,5,5,5,5,5,3,3,4,2,4,5,5,2,5,32,28
是,女,北部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,0,0,1,1,0,0,0,1,1,1,5,3,5,3,5,2,4,5,2,2,2,2,5,3,2,4,4,30,22
是,女,北部地區,北部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,0,0,0,1,0,0,0,0,0,3,4,5,4,4,4,4,4,5,4,4,4,5,3,4,2,4,1,33,30
是,女,中部地區,中部地區,無,市售礦泉水,否,是,0,0,1,1,0,0,1,1,1,2,4,4,4,4,3,3,4,4,2,3,3,2,2,4,4,3,5,28,23
是,女,中部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,市售礦泉水,否,是,0,0,0,1,0,1,0,1,0,1,4,3,4,3,4,1,4,4,1,2,3,3,1,4,2,3,3,25,19
是,男,北部地區,北部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,否,0,1,0,0,0,0,0,1,0,5,3,4,4,3,3,5,4,5,1,1,1,2,3,5,1,3,2,33,17
是,女,南部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,0,0,1,1,1,0,1,1,1,2,4,4,3,3,4,4,4,5,3,3,4,3,3,4,2,4,6,30,26
是,女,北部地區,北部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,0,0,0,1,0,0,0,0,1,1,5,4,1,5,5,4,5,5,4,4,5,2,1,4,3,5,2,30,28
是,女,北部地區,北部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,0,0,0,1,0,0,0,0,0,3,4,5,4,4,4,4,4,5,4,4,4,5,3,4,2,4,1,33,30
是,女,其他,中部地區,有濾水壺或Ro逆滲透、飲水機等等,地下水,否,是,0,1,0,0,1,0,0,0,1,1,1,1,5,2,5,3,4,5,3,1,5,1,1,1,4,4,3,25,20
是,女,北部地區,北部地區,無,自來水,是,否,0,0,1,1,0,0,0,1,1,1,3,4,4,3,2,4,4,5,3,2,2,4,2,5,3,4,4,27,25
是,女,南部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,0,0,0,1,1,0,0,0,1,2,5,5,1,5,4,4,5,5,4,4,3,4,2,4,1,1,3,31,23
是,女,中部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,地下水,否,否,0,0,0,1,0,0,0,1,1,1,5,5,2,3,5,3,1,5,3,3,5,3,5,1,5,3,3,27,28
是,女,中部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,加水車,是,是,0,0,1,1,1,1,1,1,0,5,5,5,5,1,5,5,5,5,3,3,4,3,3,4,1,5,6,40,26
是,女,北部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,否,0,0,0,1,0,1,0,1,1,2,4,3,4,3,5,1,4,3,3,2,4,2,3,4,4,4,4,26,26
是,女,南部地區,中部地區,無,加水站,是,是,0,0,1,0,0,1,0,1,1,4,4,4,4,4,4,2,4,4,3,3,4,4,3,4,4,3,4,30,28
是,男,北部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,0,1,0,0,0,1,0,1,1,2,5,4,3,4,3,3,3,5,3,4,5,4,2,5,5,2,4,28,30
是,女,中部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,0,0,0,1,0,0,0,0,1,3,5,4,5,3,3,4,2,5,3,3,1,3,2,4,3,2,2,31,21
是,男,中部地區,中部地區,無,市售礦泉水,否,是,0,0,0,1,1,0,0,1,0,1,3,2,1,1,5,3,5,5,1,1,1,1,1,1,1,1,3,25,8
是,男,北部地區,北部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,否,1,0,0,1,0,1,1,1,1,1,4,4,5,3,3,5,5,4,3,3,3,1,4,4,4,4,6,31,26
是,女,南部地區,南部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,0,0,1,1,0,0,1,0,0,2,5,5,5,4,5,4,2,4,5,4,4,5,1,5,4,5,3,32,33
是,女,中部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,0,0,0,0,0,0,0,0,0,4,5,4,5,4,3,5,5,5,2,2,1,1,3,4,2,4,0,36,19
是,女,北部地區,北部地區,無,自來水,否,是,0,0,0,0,0,0,1,0,1,3,4,4,5,3,4,4,4,4,3,3,3,3,4,2,2,1,2,32,21
是,男,北部地區,中部地區,無,市售礦泉水,否,否,0,1,0,1,0,1,0,0,0,3,3,5,3,1,4,2,3,4,4,4,4,4,3,5,1,1,3,27,26
是,男,中部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,否,1,1,0,0,0,0,0,1,0,1,3,5,5,4,5,1,4,4,3,3,5,3,5,4,2,3,3,28,28
是,女,南部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,0,0,0,1,1,1,1,0,0,3,3,2,5,4,3,2,4,5,2,3,3,2,1,2,1,3,4,27,17
是,男,北部地區,北部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,1,0,1,0,0,0,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,24,24
是,女,南部地區,南部地區,無,自來水,否,是,0,0,0,1,0,0,0,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,40,38
是,女,南部地區,南部地區,有濾水壺或Ro逆滲透、飲水機等等,地下水,是,是,0,1,1,0,0,0,0,1,1,5,3,5,5,4,4,4,4,5,2,4,4,5,3,5,3,5,4,35,31
是,女,中部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,0,0,0,0,0,0,0,1,1,1,5,5,5,3,1,2,4,5,3,3,1,1,5,5,1,5,2,28,24
是,男,北部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,是,是,0,0,1,1,0,0,0,1,0,3,5,4,4,4,4,3,4,5,4,4,3,4,4,4,3,4,3,32,30
是,男,中部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,1,1,1,1,1,0,0,1,1,1,5,5,3,5,5,4,5,5,3,4,3,4,5,5,3,5,7,33,32
是,男,中部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,0,1,0,1,0,1,0,0,0,2,5,5,3,2,5,3,5,5,3,3,4,3,3,5,4,1,3,33,26
是,男,中部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,1,1,1,1,0,1,1,0,1,4,4,4,5,5,4,4,5,5,4,4,4,3,4,5,4,4,7,35,32
是,男,南部地區,南部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,是,是,0,0,0,0,0,0,1,0,0,4,4,4,5,5,5,5,4,5,3,3,5,3,5,4,3,5,1,36,31
是,女,南部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,其他,是,否,0,0,0,0,0,1,0,0,1,2,2,4,3,4,4,4,5,5,4,2,3,2,2,1,4,4,2,29,22
是,女,北部地區,北部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,0,0,1,0,0,0,0,0,0,2,2,3,3,3,4,3,4,4,2,2,3,2,3,2,2,4,1,25,20
是,女,北部地區,北部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,0,1,0,0,0,0,0,1,1,2,4,4,4,2,4,4,4,4,2,3,4,4,2,3,2,3,3,30,23
是,男,北部地區,北部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,0,0,0,1,0,0,0,1,1,5,5,5,5,4,4,5,5,5,5,5,5,5,5,1,2,5,3,39,33
是,女,中部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,市售礦泉水,否,是,1,0,0,0,0,1,0,1,1,5,5,5,5,2,4,3,3,5,4,4,4,4,4,5,4,3,4,35,32
是,男,北部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,0,0,0,0,1,1,0,0,1,2,4,3,3,1,5,3,4,5,3,4,5,2,3,5,1,2,3,29,25
是,男,北部地區,中部地區,無,市售礦泉水,否,是,0,1,0,1,0,0,0,1,1,3,5,4,5,2,5,1,3,5,3,3,3,5,3,3,2,2,4,31,24
是,女,中部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,地下水,否,是,0,0,0,1,0,0,0,1,0,3,3,4,3,4,3,4,4,5,1,1,3,1,1,4,3,5,2,29,19
是,男,北部地區,北部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,0,0,0,1,0,1,0,0,1,1,4,4,3,3,4,4,5,5,4,3,3,3,3,4,4,5,3,30,29
是,男,中部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,是,是,1,0,1,1,0,1,0,0,1,4,5,4,5,4,2,2,4,5,4,4,4,4,4,4,4,5,5,31,33
是,男,南部地區,北部地區,無,市售礦泉水,否,否,0,0,0,0,1,0,1,0,1,4,4,3,4,3,5,1,1,2,4,3,4,3,5,5,5,4,3,24,33
是,男,南部地區,北部地區,無,加水站,是,是,0,0,0,0,0,1,0,1,0,4,5,3,5,3,4,4,5,5,3,3,3,3,5,3,5,2,2,35,27
是,男,南部地區,南部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,是,是,0,0,1,0,1,0,1,1,1,1,5,3,5,5,4,2,1,1,5,5,5,5,5,5,5,5,5,22,40
是,男,南部地區,南部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,1,1,1,0,1,1,0,1,0,3,5,4,5,2,4,1,4,4,4,5,4,3,5,5,2,5,6,30,33
是,女,南部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,0,0,0,1,0,0,1,1,0,2,4,4,4,3,4,1,3,5,3,2,4,3,4,4,3,4,3,27,27
是,男,南部地區,南部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,4,5,5,3,3,2,4,5,5,3,5,2,39,30
是,男,南部地區,其他,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,0,0,1,0,0,0,1,1,0,3,2,4,5,4,4,1,2,4,4,4,3,3,3,4,2,4,3,25,27
是,男,北部地區,北部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,0,0,0,0,1,0,0,1,1,4,3,4,4,1,4,3,4,3,4,4,3,4,4,2,3,5,3,29,29
是,男,南部地區,南部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,0,1,0,0,0,1,0,1,1,4,5,4,5,3,4,3,4,5,2,2,2,2,2,2,2,2,4,34,16
是,男,南部地區,南部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,是,否,0,0,1,1,1,1,1,0,0,1,4,4,5,4,4,4,4,5,4,3,4,3,3,4,3,5,5,31,29
是,男,北部地區,北部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,1,0,0,1,1,0,0,1,0,2,5,5,5,2,5,4,3,4,4,4,4,4,4,4,4,4,4,33,32
是,女,南部地區,南部地區,無,自來水,否,是,0,0,0,1,0,1,0,0,1,4,4,5,5,5,5,4,5,5,4,4,5,4,4,5,5,5,3,37,36
是,女,南部地區,南部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,0,0,0,0,0,0,0,0,1,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,1,26,24
是,女,南部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,其他,是,是,0,0,1,1,0,0,0,1,0,1,4,4,4,2,5,4,5,5,4,4,4,4,3,5,3,2,3,32,29
是,男,南部地區,南部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,是,是,1,1,0,1,1,1,0,1,1,2,4,5,5,4,2,2,4,4,5,4,4,3,4,4,4,3,7,28,31
是,女,南部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,加水站,否,是,1,0,0,0,0,0,0,0,1,2,4,4,4,3,4,3,4,4,3,3,3,3,3,3,2,3,2,29,23
是,女,北部地區,北部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,0,0,0,1,0,1,0,1,0,1,3,4,2,3,4,2,4,3,4,4,4,2,4,4,2,5,3,23,29
是,女,中部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,否,0,0,1,0,0,1,0,1,0,4,2,3,3,2,4,4,4,4,2,2,3,3,4,4,2,4,3,28,24
是,男,南部地區,南部地區,有濾水壺或Ro逆滲透、飲水機等等,加水站,是,是,0,0,0,1,0,0,0,0,1,3,4,4,5,4,5,3,4,4,3,3,3,3,3,3,4,4,2,32,26
是,男,南部地區,南部地區,有濾水壺或Ro逆滲透、飲水機等等,加水站,是,是,1,1,0,1,1,1,1,1,1,4,4,4,4,4,5,4,5,5,3,3,3,3,3,2,4,4,8,35,25
是,男,南部地區,南部地區,無,加水站,否,否,1,0,1,0,0,0,0,0,0,3,3,3,4,2,3,3,3,3,3,5,4,3,3,3,3,3,2,25,27
是,女,南部地區,北部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,是,否,1,0,1,1,0,0,1,0,1,3,3,4,2,5,4,5,5,5,3,4,4,4,4,4,3,3,5,31,29
是,男,南部地區,其他,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,1,1,1,1,0,1,1,1,1,3,4,4,4,4,4,4,4,5,3,3,2,2,4,3,4,4,8,32,25
是,男,南部地區,南部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,是,是,0,1,1,1,1,1,0,0,1,1,4,3,5,4,5,4,4,5,3,3,4,4,2,5,3,5,6,31,29
是,女,中部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,1,0,1,0,1,1,0,1,1,3,4,5,2,4,3,3,3,5,2,2,2,3,2,5,4,5,6,28,25
是,男,中部地區,北部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,是,是,0,0,0,0,0,1,1,1,1,3,4,4,4,4,4,4,4,5,3,3,4,3,3,4,3,3,4,32,26
是,男,南部地區,南部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,否,1,1,1,0,1,1,0,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,24,24
是,女,南部地區,南部地區,無,自來水,否,是,0,0,1,0,0,0,0,0,0,3,3,3,2,4,4,3,2,4,3,3,2,3,3,2,3,5,1,24,24
是,女,南部地區,南部地區,有濾水壺或Ro逆滲透、飲水機等等,市售礦泉水,否,否,0,0,1,0,0,0,1,0,1,4,4,5,5,5,4,4,5,5,4,4,4,4,3,5,4,4,3,36,32
是,男,南部地區,南部地區,無,加水站,是,是,0,0,0,0,0,1,0,1,0,5,5,5,4,5,5,5,5,5,3,4,4,3,3,4,5,4,2,39,30
是,女,北部地區,北部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,0,0,0,1,0,1,0,0,0,2,3,4,5,2,4,4,5,5,3,3,3,2,1,3,2,4,2,32,21
是,女,南部地區,南部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,1,1,1,1,0,0,1,1,1,4,5,5,5,2,5,1,3,4,4,4,5,4,3,5,3,5,7,32,33
是,男,南部地區,南部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,是,否,1,0,0,1,0,1,0,1,0,5,5,3,4,4,5,2,5,5,4,4,5,4,3,4,2,3,4,34,29
是,女,中部地區,中部地區,無,自來水,否,否,0,0,0,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,4,1,24,27
是,女,中部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,是,是,0,1,0,1,0,0,0,0,0,1,5,4,2,3,4,4,4,5,2,1,4,3,4,5,1,5,2,29,25
是,男,南部地區,北部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,否,0,1,0,1,0,1,0,1,1,3,5,5,5,4,4,3,5,5,4,4,5,4,1,4,5,4,5,35,31
是,女,中部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,否,0,0,1,0,0,0,1,1,1,2,5,5,5,3,4,1,4,4,3,2,3,3,4,4,2,3,4,30,24
是,女,南部地區,南部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,是,是,1,0,1,0,1,0,0,0,1,3,4,5,4,4,4,3,4,4,4,4,4,4,3,3,5,4,4,31,31
是,男,中部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,加水站,否,是,0,1,0,1,0,1,1,0,0,5,5,4,3,3,4,4,4,4,4,4,4,4,4,5,4,5,4,33,34
是,男,南部地區,南部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,0,1,0,1,0,1,0,0,0,3,4,4,3,3,4,3,4,4,3,3,4,4,3,4,3,3,3,29,27
是,男,中部地區,南部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,是,是,0,1,0,0,1,1,0,1,0,3,3,5,4,1,4,2,1,2,4,3,4,3,4,2,3,3,4,24,26
是,男,中部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,0,1,0,1,0,0,0,1,0,5,5,5,2,1,5,1,3,5,4,4,3,3,3,4,3,5,3,31,29
是,男,南部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,否,1,1,0,1,0,1,0,1,0,4,4,5,3,4,4,4,5,5,4,4,4,4,4,4,2,3,5,34,29
是,男,中部地區,中部地區,無,加水站,否,是,0,1,0,1,0,0,1,0,0,1,4,3,4,4,3,4,4,5,2,3,2,3,2,4,2,4,3,28,22
是,男,中部地區,中部地區,無,加水站,否,是,0,0,0,1,0,1,0,0,0,2,4,4,5,1,3,2,5,5,3,3,3,3,3,3,3,3,2,30,24
是,男,南部地區,北部地區,有濾水壺或Ro逆滲透、飲水機等等,自來水,否,是,0,1,0,1,0,0,0,0,0,3,5,2,4,2,4,2,4,4,3,4,3,3,2,3,2,3,2,28,23
是,男,中部地區,中部地區,有濾水壺或Ro逆滲透、飲水機等等,市售礦泉水,否,是,0,1,0,1,0,0,0,1,1,3,5,4,3,3,4,3,1,3,5,5,4,5,4,5,4,5,4,26,37
